,gps_height,longitude,latitude,wpt_name,basin,region,district_code,population,public_meeting,scheme_management,permit,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,target,age
41847,1703,34.74546491,-8.99673507,Kkkt Church Mawande,Rufiji,Iringa,4,65,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,12
41851,1211,37.63441585,-3.65173403,Kwa Issa Rajab,Pangani,Kilimanjaro,2,100,True,Water Board,False,gravity,water board,never pay,soft,insufficient,river,communal standpipe,0,25
41856,1381,37.67157965,-3.69463501,Kwa Thadeo,Pangani,Kilimanjaro,2,30,True,WUA,False,gravity,wua,monthly,soft,insufficient,spring,communal standpipe,0,13
41858,357,37.81746881,-7.06294791,Zahanati,Wami / Ruvu,Morogoro,2,450,True,VWC,True,nira/tanira,vwc,never pay,soft,seasonal,shallow well,hand pump,2,24
41859,1080,35.091854999999995,-9.90793176,none,Lake Nyasa,Iringa,5,202,True,VWC,False,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2,34
41860,1912,36.65171816,-3.25128096,Kwa Babayetu,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,on failure,soft,enough,spring,communal standpipe,0,38
41862,1394,34.728803799999994,-9.81903729,none,Lake Nyasa,Iringa,5,130,True,VWC,False,gravity,vwc,on failure,soft,insufficient,river,communal standpipe,0,12
41870,626,37.66420209,-6.85175444,Kwa Mzee Sanzu,Wami / Ruvu,Morogoro,5,90,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,10
41871,1137,34.23757382,-4.45475498,Mashine,Internal,Singida,1,212,True,WUA,True,mono,wua,per bucket,soft,enough,machine dbh,communal standpipe multiple,0,9
41872,1434,36.68634013,-3.34912501,Kwa Mama Rehema,Pangani,Arusha,2,200,True,Water authority,True,submersible,water authority,never pay,soft,enough,machine dbh,communal standpipe multiple,0,17
41873,1471,29.97235288,-4.4747629,Zahanati,Lake Tanganyika,Kigoma,2,380,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe,0,32
41874,1316,37.17667103,-4.45336221,Kwa Noel Lengotee,Pangani,Manyara,4,200,True,Water authority,True,submersible,water authority,per bucket,soft,enough,machine dbh,communal standpipe multiple,0,8
41876,1386,36.39358642,-7.75942062,none,Rufiji,Iringa,7,50,True,VWC,True,india mark ii,vwc,annually,soft,enough,machine dbh,hand pump,2,14
41878,1179,37.66383909,-3.68193453,Kwa Mara,Pangani,Kilimanjaro,2,20,True,WUA,False,gravity,wua,monthly,soft,insufficient,spring,communal standpipe,0,13
41884,881,29.81714174,-4.87357124,Kwa Zakaria Joseph,Lake Tanganyika,Kigoma,3,200,True,WUG,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,41
41892,644,39.28073757,-10.94475775,Stand,Ruvuma / Southern Coast,Mtwara,33,4000,True,VWC,False,gravity,vwc,per bucket,soft,insufficient,spring,communal standpipe multiple,0,16
41893,1614,34.93029167,-8.85354978,Kwa Meshaki Ngeniuka,Rufiji,Iringa,4,40,True,VWC,False,nira/tanira,vwc,on failure,soft,enough,hand dtw,hand pump,2,10
41894,1652,34.75367578,-9.86552702,none,Lake Nyasa,Iringa,5,80,True,VWC,False,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,14
41895,46,39.27410197,-7.03169206,Kwa Mnyota,Wami / Ruvu,Pwani,43,488,True,Private operator,False,submersible,private operator,never pay,soft,enough,machine dbh,communal standpipe,0,11
41897,244,36.66226141,-8.14181809,Kwatungupu,Rufiji,Morogoro,3,100,True,VWC,True,swn 80,vwc,never pay,soft,insufficient,shallow well,hand pump,2,11
41903,1457,29.91769981,-4.44386513,Mulera Primary,Lake Tanganyika,Kigoma,2,820,True,Water authority,True,gravity,vwc,monthly,soft,insufficient,river,communal standpipe,0,29
41906,465,38.23862925,-5.71208253,Shuleni,Pangani,Tanga,6,150,True,VWC,False,submersible,vwc,per bucket,soft,seasonal,river,communal standpipe multiple,2,11
41912,1528,35.17957495,-9.21517579,Kwa Zablon Lyanzile,Rufiji,Iringa,4,65,True,VWC,True,gravity,vwc,monthly,soft,dry,spring,communal standpipe,2,21
41915,1529,37.89045703,-4.37034864,Kwa Chagara,Pangani,Kilimanjaro,3,210,True,Water authority,True,gravity,vwc,annually,soft,insufficient,spring,communal standpipe,2,42
41921,1119,31.23399399,-6.3722389,Kwa Diwani Michael Kasanga,Lake Rukwa,Rukwa,1,196,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,12
41929,1548,34.75182132,-4.30697951,Amani,Internal,Singida,1,321,True,WUG,True,mono,wug,per bucket,soft,insufficient,machine dbh,communal standpipe multiple,0,14
41938,730,37.61175068,-3.56304153,Shuleni,Pangani,Kilimanjaro,2,700,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,10
41941,692,39.19161912,-10.81522944,Zahanati,Ruvuma / Southern Coast,Mtwara,33,350,True,VWC,False,mono,trust,per bucket,soft,insufficient,machine dbh,communal standpipe multiple,2,43
41946,1755,34.6169091,-9.76560727,none,Lake Nyasa,Iringa,5,120,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,19
41952,86,39.22548870000001,-7.09117016,Mzee Hashim,Wami / Ruvu,Pwani,43,200,True,Private operator,False,india mark ii,private operator,never pay,soft,enough,shallow well,hand pump,0,11
41957,1817,34.80688911,-9.65205881,none,Lake Nyasa,Iringa,4,10,True,WUA,False,gravity,wua,annually,soft,enough,spring,communal standpipe,0,15
41962,1556,31.98449207,-8.80286392,Witson Shomo,Lake Rukwa,Rukwa,2,150,True,VWC,False,india mark ii,vwc,never pay,soft,enough,machine dbh,hand pump,2,35
41964,1051,35.77680284,-10.54685934,Kwa Jalifu,Lake Nyasa,Ruvuma,5,540,True,WUG,False,swn 80,wug,monthly,soft,enough,shallow well,hand pump,0,9
41966,1963,35.36757187,-4.14887976,Kwa Lowahi Tarimo,Internal,Manyara,3,157,True,VWC,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,2,29
41975,705,37.88456138,-4.44754811,Kombi,Pangani,Kilimanjaro,3,50,True,Water authority,True,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe,0,15
41979,1829,34.80811205,-9.09027815,Kwa Dokta Mwandulami,Rufiji,Iringa,4,65,True,VWC,True,gravity,vwc,on failure,soft,enough,spring,communal standpipe,0,13
41990,952,29.74053072,-4.75518579,Kwa Shaban Lukubilanya,Lake Tanganyika,Kigoma,3,165,True,VWC,True,gravity,wug,monthly,soft,enough,river,communal standpipe multiple,1,15
41992,13,39.21328223,-7.211929,Kwa Mbwela,Wami / Ruvu,Pwani,4,150,True,VWC,False,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,0,17
41994,1271,36.86778719,-6.14032657,No.10,Wami / Ruvu,Morogoro,1,90,True,Water authority,True,gravity,water authority,per bucket,soft,enough,spring,communal standpipe,1,14
41995,1464,35.47801724,-4.78482628,Ramadhan,Internal,Manyara,2,1201,True,VWC,True,submersible,vwc,per bucket,soft,insufficient,rainwater harvesting,communal standpipe,2,14
41996,2151,34.4979415,-9.4059727,Kwa Arnold Mtetere,Lake Nyasa,Iringa,4,20,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,13
41998,360,37.59351256,-6.14800868,Kwa Mzee Ally,Wami / Ruvu,Morogoro,6,90,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,32
42000,16,38.88900597,-6.55542297,Mwintanga,Wami / Ruvu,Pwani,1,200,True,Company,True,ksb,vwc,monthly,soft,enough,river,communal standpipe,2,33
42001,987,29.72388164,-4.7840297,Shule Ya Msingi Chankabwimba,Lake Tanganyika,Kigoma,3,600,True,WUG,True,gravity,vwc,monthly,soft,enough,river,communal standpipe multiple,1,12
42008,458,37.05401406,-6.82855952,Kwa Sululu,Wami / Ruvu,Morogoro,1,90,True,VWC,True,india mark ii,vwc,on failure,soft,enough,shallow well,hand pump,0,11
42009,1854,34.78060247,-9.64110531,none,Lake Nyasa,Iringa,4,100,True,WUA,False,gravity,wua,annually,soft,enough,spring,communal standpipe,0,15
42011,26,38.89189520000001,-6.56191655,Kwa Manju,Wami / Ruvu,Pwani,1,80,True,Company,True,ksb,vwc,monthly,soft,enough,river,communal standpipe,2,28
42013,1471,36.45407966,-5.62008062,Mashineni,Wami / Ruvu,Manyara,5,500,True,Water Board,False,submersible,vwc,per bucket,salty,insufficient,machine dbh,communal standpipe multiple,2,19
42015,1093,35.39059556,-3.49711226,Paiti,Internal,Arusha,30,100,True,VWC,True,gravity,vwc,per bucket,soft,enough,spring,communal standpipe,0,14
42017,769,37.47185043,-3.39791871,Kwa Kibibi,Pangani,Kilimanjaro,4,15,True,WUA,True,gravity,wua,per bucket,soft,enough,spring,communal standpipe,0,19
42018,1322,34.59665332,-8.78706444,Kwa Boni Makidika,Rufiji,Iringa,4,75,True,WUA,True,gravity,wua,on failure,soft,enough,river,communal standpipe,0,11
42020,1476,30.72551884,-3.58253427,Kwa Manyanya,Lake Tanganyika,Kigoma,1,550,True,Water authority,True,india mark ii,water authority,per bucket,soft,enough,machine dbh,hand pump,0,11
42024,980,29.67368504,-4.77277331,Kwa Mbilizi,Lake Tanganyika,Kigoma,3,60,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe multiple,2,35
42028,1656,35.30416967,-9.33485955,Kwa Joyce Mandeke,Rufiji,Iringa,4,130,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,17
42031,1016,29.74254718,-4.73149847,Kwa Wilson,Lake Tanganyika,Kigoma,3,143,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,1,38
42032,1422,37.92213218,-4.17914816,Kwa Elinsasi,Pangani,Kilimanjaro,3,54,True,Water authority,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,25
42037,1389,36.12032769,-7.59048878,none,Rufiji,Iringa,7,93,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,36
42041,1715,35.41237055,-8.11315726,none,Rufiji,Iringa,1,140,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,16
42050,1337,34.5872779,-4.53144086,Mbuyuni,Internal,Singida,1,356,True,VWC,True,afridev,vwc,on failure,soft,enough,machine dbh,hand pump,0,16
42051,327,38.52842806,-11.05875166,Kwa Khassimu,Ruvuma / Southern Coast,Mtwara,63,120,True,VWC,True,india mark ii,vwc,per bucket,salty,seasonal,machine dbh,hand pump,0,11
42052,1398,34.91139693,-3.9614454,Kwa Kassim Ibrahim,Internal,Manyara,3,235,True,VWC,True,other - swn 81,vwc,never pay,soft,enough,machine dbh,hand pump,0,12
42054,1331,30.58371944,-3.73832876,Dekasi Kagina,Lake Tanganyika,Kigoma,1,300,True,VWC,False,gravity,vwc,on failure,soft,enough,river,communal standpipe,1,17
42056,2171,34.55124033,-9.36236476,Sadic,Lake Nyasa,Iringa,4,20,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,13
42057,829,36.18075988,-10.85635688,Kwa Kwintini,Ruvuma / Southern Coast,Ruvuma,5,300,True,WUG,False,swn 80,wug,monthly,soft,insufficient,shallow well,hand pump,2,9
42072,1486,36.63103313,-3.31776781,Kwa Saningo,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,18
42076,1186,34.20259349,-4.73333647,Mong'Ela Primary Tank,Internal,Singida,1,350,True,Parastatal,True,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,1,12
42077,158,38.3533638,-6.63949571,Jackson,Wami / Ruvu,Pwani,1,50,False,WUA,True,ksb,private operator,per bucket,soft,enough,river,communal standpipe,0,10
42082,1490,34.5708898,-8.9511576,Ccm,Rufiji,Iringa,4,42,True,WUA,True,gravity,wua,on failure,soft,dry,river,communal standpipe,2,42
42085,1429,37.27912291,-3.21781809,Kwa Stanslaus Massawe,Pangani,Kilimanjaro,4,30,True,Water Board,True,gravity,water board,per bucket,soft,enough,river,communal standpipe,0,13
42097,1241,30.31532554,-4.18569722,Kwigazi,Lake Tanganyika,Kigoma,2,3000,True,Water authority,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2,25
42100,988,37.29660853,-3.31490288,Kimaroroni,Pangani,Kilimanjaro,4,20,True,Water Board,True,gravity,water board,per bucket,soft,enough,river,communal standpipe,0,13
42111,1094,36.93056253,-3.40245289,Monduli,Pangani,Arusha,7,170,True,Water Board,True,gravity,water board,per bucket,soft,insufficient,river,communal standpipe,0,25
42116,331,38.57251965,-4.89434303,Kwarobi,Pangani,Tanga,2,50,True,VWC,False,gravity,vwc,monthly,soft,insufficient,river,communal standpipe multiple,0,13
42119,1420,30.10976219,-4.37590017,Kwa Rudengeza,Lake Tanganyika,Kigoma,2,320,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe,0,24
42123,1715,35.41402367,-8.11371331,none,Rufiji,Iringa,1,140,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,16
42124,1388,30.28942144,-4.45189285,Kwa Madebe,Lake Tanganyika,Kigoma,2,950,True,Water authority,True,gravity,water board,never pay,soft,insufficient,river,communal standpipe,0,38
42125,1500,36.48989277,-5.4610735,Njiapanda Primary School,Wami / Ruvu,Manyara,5,350,False,Trust,True,gravity,company,never pay,soft,seasonal,rainwater harvesting,communal standpipe,0,12
42127,1888,31.62538195,-7.91983019,Kwa Enerestus,Lake Rukwa,Rukwa,4,400,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,15
42128,1128,37.45628655,-3.34465422,Kwa Damas Massawe,Pangani,Kilimanjaro,4,15,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
42132,19,39.44622581,-10.98433412,Kisimani,Ruvuma / Southern Coast,Mtwara,33,600,True,VWC,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2,14
42141,306,36.3980859,-8.15135235,Kwasatu,Rufiji,Morogoro,3,500,True,Water Board,True,gravity,vwc,per bucket,soft,insufficient,river,communal standpipe,2,41
42144,331,39.00546917,-10.5060299,Shaib,Ruvuma / Southern Coast,Mtwara,33,45,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,1,18
42145,1524,37.06390178,-2.88816963,Emboji,Internal,Arusha,6,400,True,VWC,True,gravity,vwc,on failure,soft,insufficient,river,cattle trough,0,10
42152,1265,34.63170017,-8.73194098,Kwa Kisese,Rufiji,Iringa,4,118,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,42
42156,1442,36.68413271,-3.35557278,Tanaka,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,per bucket,soft,insufficient,spring,communal standpipe,0,20
42164,1476,37.67384466,-3.76296672,Kwa Mzee Samwel,Pangani,Kilimanjaro,2,40,True,WUA,False,gravity,wua,monthly,soft,enough,river,communal standpipe,0,13
42166,878,37.2928387,-3.71004421,Lengijabe,Pangani,Manyara,4,900,True,VWC,True,gravity,vwc,per bucket,soft,enough,spring,communal standpipe multiple,0,9
42167,1786,34.55377191,-9.15665535,Kwa Yoram Mlowe,Rufiji,Iringa,4,75,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,27
42173,1280,37.48714288,-3.33298231,Kwa Kajitani Minja,Pangani,Kilimanjaro,4,35,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
42175,311,36.12626542,-8.3103475,Kwaelisante,Rufiji,Morogoro,3,30,True,Company,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,10
42176,296,35.83965195,-8.94837219,Kwakiduga,Rufiji,Morogoro,3,250,True,VWC,True,swn 80,vwc,never pay,soft,insufficient,shallow well,hand pump,2,23
42184,257,36.68903115,-8.12826815,Kwamlehamo,Rufiji,Morogoro,3,300,True,VWC,True,swn 80,vwc,annually,soft,insufficient,shallow well,hand pump,0,14
42188,1640,36.72072164,-3.3310238,Kimeroki,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,11
42192,1470,37.98470579,-4.22460762,Zahanati,Pangani,Kilimanjaro,3,120,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,18
42193,546,38.02623769,-4.29265067,Kwa Hassan,Pangani,Kilimanjaro,3,180,True,Water authority,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,26
42194,222,36.68829613,-8.15666504,Kwanjalambaya,Rufiji,Morogoro,3,500,True,VWC,True,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,2,13
42195,102,38.99278241,-9.25374581,Kwanjenga,Ruvuma / Southern Coast,Lindi,13,230,True,WUG,True,submersible,wug,per bucket,soft,enough,machine dbh,communal standpipe multiple,2,44
42202,1740,34.6979382,-9.11041208,Shuleni,Rufiji,Iringa,4,350,True,WUA,True,gravity,wua,on failure,soft,enough,river,communal standpipe,0,46
42204,35,39.88621047,-10.1441984,Namtumbula Primary School,Ruvuma / Southern Coast,Lindi,2,349,True,VWC,False,india mark ii,vwc,per bucket,soft,enough,machine dbh,hand pump,0,9
42207,309,36.99519854,-7.59898519,Kwa Ngoda,Rufiji,Morogoro,1,70,True,VWC,True,gravity,wug,on failure,soft,enough,river,communal standpipe,0,9
42209,1723,36.74053426,-3.32240912,Kwa Barakaheri Charles,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,13
42212,1661,36.74174155,-3.32892535,Kwa Elima,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,13
42215,1309,30.20807939,-4.50590141,Kwa Venance,Lake Tanganyika,Kigoma,2,210,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe,0,32
42218,1211,37.99838559,-4.38630558,Vibandani,Pangani,Kilimanjaro,3,28,False,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,12
42219,1190,37.19934931,-3.25888006,Area 17 Namba 25,Pangani,Kilimanjaro,5,180,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
42220,907,35.93339818,-10.60495692,Kwa Nkwene,Rufiji,Ruvuma,5,120,True,VWC,True,gravity,vwc,annually,soft,seasonal,river,communal standpipe,2,29
42223,2033,34.58740932,-9.28006493,Yohana Msemwa,Rufiji,Iringa,4,35,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,14
42224,1866,35.77314566,-8.10053267,none,Rufiji,Iringa,7,600,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,11
42226,998,36.80981895,-3.47925252,Marurani Juu,Pangani,Arusha,2,100,True,VWC,True,gravity,vwc,per bucket,soft,insufficient,spring,communal standpipe,0,20
42229,1641,34.99758982,-8.95569303,Kwa Lukasi Wililo,Rufiji,Iringa,4,80,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,41
42233,1269,30.03704814,-4.78239305,Kwa Kishakali,Lake Tanganyika,Kigoma,2,640,True,Water authority,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe multiple,2,44
42234,1553,35.47829395,-4.59261061,Martin,Internal,Manyara,2,217,True,VWC,True,gravity,vwc,per bucket,soft,dry,spring,communal standpipe,2,17
42238,1141,31.15352883,-5.78520052,Mnadani,Lake Tanganyika,Rukwa,1,200,True,VWC,True,mono,vwc,never pay,soft,enough,machine dbh,communal standpipe,2,32
42239,1486,32.06433184,-8.69231279,Saki Simwanza,Lake Rukwa,Rukwa,2,270,True,VWC,False,india mark ii,vwc,never pay,soft,enough,machine dbh,hand pump,0,34
42240,950,35.93013086,-10.55943729,Kwa Maulid Kasim,Rufiji,Ruvuma,5,300,True,WUG,False,swn 80,wug,annually,soft,enough,shallow well,hand pump,2,19
42243,215,36.68394715,-8.14929289,School,Rufiji,Morogoro,3,800,True,VWC,True,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,2,13
42245,1699,31.35901644,-8.24520022,Momoka,Lake Tanganyika,Rukwa,2,150,True,VWC,False,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,0,29
42249,1656,31.22131677,-7.78075464,Kwa Buchs,Lake Rukwa,Rukwa,3,250,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,37
42252,1732,36.51196034,-3.29491137,Kwa John Mnara,Internal,Arusha,2,100,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,0,20
42258,971,37.2537523,-3.33198686,Kwa Ernest Mbowe,Pangani,Kilimanjaro,5,15,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
42261,1700,34.63694708,-9.10285001,Kwa Michael Mwenga,Rufiji,Iringa,4,120,True,WUA,True,gravity,wua,monthly,soft,seasonal,river,communal standpipe,0,42
42264,1627,37.28000356,-3.19115312,Kwa Frimini Mmasi,Pangani,Kilimanjaro,4,35,True,Water Board,True,gravity,water board,per bucket,soft,enough,river,communal standpipe,0,13
42266,356,37.64162905,-6.11405854,Kwa Mambo,Wami / Ruvu,Morogoro,6,90,True,VWC,True,submersible,vwc,monthly,soft,enough,machine dbh,communal standpipe,2,13
42267,1457,36.68279925,-3.35192908,Kwa Teresia,Pangani,Arusha,2,200,True,Water authority,True,submersible,water authority,never pay,soft,enough,machine dbh,communal standpipe,0,17
42277,278,38.40906586,-6.1161305,Mfikilwa,Wami / Ruvu,Pwani,1,8,False,WUA,True,ksb,private operator,per bucket,soft,enough,river,communal standpipe,0,12
42281,1763,34.68942725,-9.14271275,Msikitini,Rufiji,Iringa,4,65,True,VWC,True,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,46
